category,variable,value
state,inlet/H_link_R,0.1655457647776386
state,inlet/H_link_L,0.45
state,inlet/H_down,0.44999999796711987
state,inlet/RBC_volume,1.5269636830903878e-14
state,inlet/q_C,3.325870448338449e-18
state,VV_junc1/RBC_volume,5.2901001055264705e-17
state,VV_junc1/q_C,2.7616709511665752e-18
state,VV_junc1/q_C_d,2.7541436824103965e-18
state,PV1/H_link_R,0.4499634960003781
state,PV1/H_link_L,0.46192376185344425
state,PV1/H_down,0.44950208171288486
state,PV1/RBC_volume,7.635461752398577e-16
state,PV1/q_C,1.6528307541479e-19
state,PV2/H_link_R,0.4499634905737863
state,PV2/H_link_L,0.4619242626263206
state,PV2/H_down,0.44950204068440186
state,PV2/RBC_volume,7.635461815927457e-16
state,PV2/q_C,1.6528307541458152e-19
state,V1/H_link_R,0.16554538069262895
state,V1/H_link_L,0.4498464843820186
state,V1/H_down,0.4500036450913047
state,V1/RBC_volume,1.0692471546992408e-14
state,V1/q_C,2.754490790923632e-18
state,V2/H_link_R,0.1655453805587889
state,V2/H_link_L,0.449846466239972
state,V2/H_down,0.45000364563794965
state,V2/RBC_volume,1.0692471547324324e-14
state,V2/q_C,2.754490790918686e-18
state,VV_junc2/RBC_volume,4.501523160718711e-17
state,VV_junc2/q_C,2.7422959008008252e-18
state,VV_junc2/q_C_d,2.7385322664321122e-18
state,PV3/H_link_R,0.4500413386965926
state,PV3/H_link_L,0.4595599477418926
state,PV3/H_down,0.4499130115767971
state,PV3/RBC_volume,6.415452363839733e-16
state,PV3/q_C,1.6434948869529687e-19
state,PV4/H_link_R,0.45004133999691287
state,PV4/H_link_L,0.4595597990684754
state,PV4/H_down,0.449913022007954
state,PV4/RBC_volume,6.415452360303248e-16
state,PV4/q_C,1.643494886952948e-19
state,V3/H_link_R,0.1728840422146208
state,V3/H_link_L,0.4500749809350375
state,V3/H_down,0.4499952162398607
state,V3/RBC_volume,7.069570308014228e-15
state,V3/q_C,2.191189752664704e-18
state,V4/H_link_R,0.17288404209699978
state,V4/H_link_L,0.4500749851292954
state,V4/H_down,0.4499952161225151
state,V4/RBC_volume,7.0695703086277285e-15
state,V4/q_C,2.1911897526624583e-18
state,VV_junc3/RBC_volume,4.5015201280852384e-17
state,VV_junc3/q_C,2.7422959008090774e-18
state,VV_junc3/q_C_d,2.7385322664422642e-18
state,PV5/H_link_R,0.45004134087256653
state,PV5/H_link_L,0.4595596419838114
state,PV5/H_down,0.449913029714462
state,PV5/RBC_volume,6.415452301860364e-16
state,PV5/q_C,1.643494886873376e-19
state,PV6/H_link_R,0.4500413379106554
state,PV6/H_link_L,0.45955982194307476
state,PV6/H_down,0.449913009134201
state,PV6/RBC_volume,6.415452352678077e-16
state,PV6/q_C,1.6434948868758413e-19
state,V5/H_link_R,0.17288404217266165
state,V5/H_link_L,0.4500749885331944
state,V5/H_down,0.44999521598625464
state,V5/RBC_volume,7.069570306112786e-15
state,V5/q_C,2.191189752679202e-18
state,V6/H_link_R,0.17288404213796835
state,V6/H_link_L,0.4500749783524287
state,V6/H_down,0.4499952163332208
state,V6/RBC_volume,7.069570308701218e-15
state,V6/q_C,2.1911897526689756e-18
state,VV_junc4/RBC_volume,3.760316984225824e-17
state,VV_junc4/q_C,2.731057560910528e-18
state,VV_junc4/q_C_d,2.729175743732162e-18
state,PV7/H_link_R,0.45006478144046447
state,PV7/H_link_L,0.46021400903551113
state,PV7/H_down,0.45001211337595537
state,PV7/RBC_volume,5.302118809191947e-16
state,PV7/q_C,1.6379016444726086e-19
state,PV8/H_link_R,0.45006480020419587
state,PV8/H_link_L,0.4602121513363472
state,PV8/H_down,0.45001227191674487
state,PV8/RBC_volume,5.302118779691705e-16
state,PV8/q_C,1.6379016444731317e-19
state,V7/H_link_R,0.17440839444403422
state,V7/H_link_L,0.4501417913935532
state,V7/H_down,0.4499921371594105
state,V7/RBC_volume,4.294903277043359e-15
state,V7/q_C,1.6378213770825793e-18
state,V8/H_link_R,0.1744083944522123
state,V8/H_link_L,0.4501418585188839
state,V8/H_down,0.44999213528278026
state,V8/RBC_volume,4.2949032770726995e-15
state,V8/q_C,1.6378213770837828e-18
state,VV_junc5/RBC_volume,3.7603204544107674e-17
state,VV_junc5/q_C,2.73105756084122e-18
state,VV_junc5/q_C_d,2.7291757436450814e-18
state,PV9/H_link_R,0.4500648028979424
state,PV9/H_link_L,0.4602128446834922
state,PV9/H_down,0.4500122468159069
state,PV9/RBC_volume,5.302118617935937e-16
state,PV9/q_C,1.6379016443791466e-19
state,PV10/H_link_R,0.45006477911146187
state,PV10/H_link_L,0.4602138162215531
state,PV10/H_down,0.45001211545865366
state,PV10/RBC_volume,5.302118670698469e-16
state,PV10/q_C,1.637901644377183e-19
state,V9/H_link_R,0.17440839429726687
state,V9/H_link_L,0.4501418591808089
state,V9/H_down,0.4499921350307213
state,V9/RBC_volume,4.294903277507554e-15
state,V9/q_C,1.6378213770374906e-18
state,V10/H_link_R,0.17440839430052774
state,V10/H_link_L,0.4501417879906864
state,V10/H_down,0.44999213739621696
state,V10/RBC_volume,4.294903277125747e-15
state,V10/q_C,1.6378213770345023e-18
state,VV_junc6/RBC_volume,3.7603204055633625e-17
state,VV_junc6/q_C,2.731057560997745e-18
state,VV_junc6/q_C_d,2.7291757438408587e-18
state,PV11/H_link_R,0.4500648164470462
state,PV11/H_link_L,0.46018675465589864
state,PV11/H_down,0.45001321717322595
state,PV11/RBC_volume,5.30211836582495e-16
state,PV11/q_C,1.637901644501512e-19
state,PV12/H_link_R,0.4500648040664037
state,PV12/H_link_L,0.4601998470348539
state,PV12/H_down,0.45001270701339174
state,PV12/RBC_volume,5.302118507334687e-16
state,PV12/q_C,1.6379016444998648e-19
state,V11/H_link_R,0.17440839448101522
state,V11/H_link_L,0.45014202499480915
state,V11/H_down,0.44999213353824513
state,V11/RBC_volume,4.294903273681258e-15
state,V11/q_C,1.6378213771677586e-18
state,V12/H_link_R,0.17440839446326165
state,V12/H_link_L,0.4501419261114839
state,V12/H_down,0.44999213484297856
state,V12/RBC_volume,4.29490327546812e-15
state,V12/q_C,1.6378213771648048e-18
state,VV_junc7/RBC_volume,3.7603195757861033e-17
state,VV_junc7/q_C,2.731057560796488e-18
state,VV_junc7/q_C_d,2.7291757435865335e-18
state,PV13/H_link_R,0.45006478825772384
state,PV13/H_link_L,0.46021384160078854
state,PV13/H_down,0.4500121517618676
state,PV13/RBC_volume,5.302118668129685e-16
state,PV13/q_C,1.6379016442829348e-19
state,PV14/H_link_R,0.45006479159072627
state,PV14/H_link_L,0.46021290772181433
state,PV14/H_down,0.4500121981862958
state,PV14/RBC_volume,5.302118654859538e-16
state,PV14/q_C,1.637901644284138e-19
state,V13/H_link_R,0.17440839443253636
state,V13/H_link_L,0.4501418133438403
state,V13/H_down,0.4499921364875955
state,V13/RBC_volume,4.2949032772938796e-15
state,V13/q_C,1.6378213769982798e-18
state,V14/H_link_R,0.17440839443160014
state,V14/H_link_L,0.45014182725673685
state,V14/H_down,0.4499921361533855
state,V14/RBC_volume,4.294903277284176e-15
state,V14/q_C,1.6378213769996049e-18
state,VV_junc8/RBC_volume,3.079964655314858e-17
state,VV_junc8/q_C,2.7245202333370253e-18
state,VV_junc8/q_C_d,2.723579324739458e-18
state,PV15/H_link_R,0.45006327455300144
state,PV15/H_link_L,0.46285415809855257
state,PV15/H_down,0.4499372773410599
state,PV15/RBC_volume,4.294882273503415e-16
state,PV15/q_C,1.6345572435130145e-19
state,PV16/H_link_R,0.45006327811419505
state,PV16/H_link_L,0.46285327024154477
state,PV16/H_down,0.4499373053090473
state,PV16/RBC_volume,4.29488226910111e-16
state,PV16/q_C,1.6345572435130547e-19
state,V15/H_link_R,0.45
state,V15/H_link_L,0.45012796188698984
state,V15/H_down,0.449993728343443
state,V15/RBC_volume,2.2624380322751027e-16
state,V15/q_C,1.0896609364320287e-19
state,V16/H_link_R,0.45
state,V16/H_link_L,0.4501279741298731
state,V16/H_down,0.4499937279739048
state,V16/RBC_volume,2.2624380321085933e-16
state,V16/q_C,1.08966093643209e-19
state,VV_junc9/RBC_volume,3.0799650404060914e-17
